age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
60.0,blue-collar,married,primary,no,2147,no,no,telephone,14,may,213.0,1,-1,0,
58.0,admin.,divorced,secondary,no,8548,yes,no,cellular,14,may,175.0,8,-1,0,
43.0,blue-collar,married,primary,no,479,yes,no,cellular,14,may,293.0,2,370,2,failure
52.0,technician,married,tertiary,no,136,yes,no,telephone,14,may,46.0,2,287,10,other
38.0,blue-collar,married,secondary,no,1407,yes,no,cellular,14,may,169.0,3,174,7,failure
26.0,student,single,primary,no,114,yes,no,cellular,14,may,226.0,2,-1,0,
31.0,blue-collar,single,primary,no,864,yes,no,telephone,14,may,113.0,2,-1,0,
36.0,blue-collar,married,primary,no,4608,yes,no,cellular,14,may,284.0,7,-1,0,
49.0,blue-collar,married,secondary,no,1039,yes,no,cellular,14,may,156.0,2,178,1,failure
47.0,admin.,married,secondary,no,1863,yes,yes,cellular,14,may,151.0,4,-1,0,
31.0,blue-collar,married,secondary,no,150,yes,no,telephone,14,may,68.0,2,-1,0,
59.0,blue-collar,married,primary,no,5788,no,no,cellular,14,may,56.0,2,350,2,failure
59.0,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060.0,2,-1,0,
33.0,blue-collar,married,secondary,no,43,yes,no,cellular,14,may,332.0,2,358,2,failure
35.0,blue-collar,married,secondary,no,2432,yes,no,cellular,14,may,196.0,2,-1,0,
32.0,blue-collar,single,secondary,yes,-575,yes,no,cellular,14,may,24.0,6,346,9,failure
29.0,technician,single,secondary,no,769,yes,yes,cellular,14,may,67.0,3,-1,0,
38.0,services,married,secondary,no,7708,yes,no,cellular,14,may,218.0,4,331,3,other
43.0,blue-collar,married,primary,no,18,yes,no,cellular,14,may,131.0,2,370,3,other
29.0,management,single,tertiary,no,-11,yes,no,cellular,14,may,164.0,2,-1,0,
29.0,technician,single,secondary,no,70,yes,yes,cellular,14,may,400.0,2,-1,0,
28.0,student,single,secondary,no,1377,yes,no,cellular,14,may,688.0,2,-1,0,
41.0,blue-collar,married,secondary,no,281,yes,no,cellular,14,may,123.0,4,-1,0,
33.0,blue-collar,single,primary,no,405,yes,no,cellular,14,may,99.0,4,353,1,failure
36.0,admin.,single,secondary,no,886,yes,yes,cellular,14,may,362.0,6,-1,0,
43.0,blue-collar,married,primary,no,991,yes,no,cellular,14,may,111.0,2,-1,0,
29.0,blue-collar,married,secondary,no,64,yes,no,cellular,14,may,444.0,2,366,3,failure
23.0,technician,single,secondary,no,1587,yes,yes,cellular,14,may,502.0,2,-1,0,
51.0,blue-collar,married,primary,no,354,yes,no,cellular,14,may,276.0,2,344,1,other
24.0,blue-collar,single,secondary,no,-169,yes,no,cellular,14,may,366.0,2,-1,0,
50.0,admin.,divorced,secondary,no,124,yes,yes,cellular,14,may,367.0,2,289,19,failure
51.0,blue-collar,married,secondary,no,814,yes,no,cellular,14,may,17.0,8,-1,0,
44.0,blue-collar,married,secondary,no,466,yes,yes,cellular,14,may,158.0,5,350,1,other
46.0,admin.,married,secondary,no,196,yes,no,telephone,14,may,29.0,2,-1,0,
40.0,blue-collar,married,primary,no,309,yes,no,cellular,14,may,221.0,2,-1,0,
30.0,blue-collar,married,secondary,no,1717,yes,no,cellular,14,may,197.0,3,-1,0,
40.0,management,married,tertiary,no,229,yes,no,cellular,14,may,183.0,3,-1,0,
37.0,services,single,secondary,no,608,no,no,cellular,14,may,380.0,3,-1,0,
36.0,management,married,tertiary,no,-296,yes,no,cellular,14,may,113.0,3,-1,0,
34.0,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,228.0,1,-1,0,
30.0,blue-collar,married,secondary,no,664,no,yes,telephone,14,may,57.0,1,-1,0,
33.0,blue-collar,married,,no,24,yes,no,cellular,14,may,535.0,1,-1,0,
33.0,technician,single,tertiary,no,2412,yes,no,cellular,14,may,91.0,1,356,2,other
26.0,blue-collar,single,primary,no,93,yes,no,cellular,14,may,43.0,3,-1,0,
28.0,management,single,tertiary,no,293,yes,no,cellular,14,may,265.0,1,-1,0,
37.0,blue-collar,married,primary,no,2079,yes,yes,cellular,14,may,299.0,1,360,2,failure
27.0,housemaid,married,primary,no,275,yes,no,cellular,14,may,196.0,2,-1,0,
27.0,technician,single,secondary,no,218,yes,no,cellular,14,may,1462.0,2,352,1,failure
38.0,blue-collar,married,secondary,no,1731,yes,yes,cellular,14,may,162.0,2,350,4,failure
31.0,blue-collar,married,primary,no,392,yes,no,cellular,14,may,465.0,2,360,1,failure
27.0,technician,married,secondary,no,806,yes,no,cellular,14,may,304.0,2,332,21,failure
40.0,technician,married,secondary,no,8536,yes,yes,cellular,14,may,487.0,2,-1,0,
35.0,blue-collar,married,secondary,no,1287,yes,no,cellular,14,may,251.0,3,-1,0,
47.0,housemaid,married,primary,no,275,yes,no,cellular,14,may,261.0,3,-1,0,
55.0,management,married,primary,no,338,yes,no,cellular,14,may,8.0,4,300,5,failure
36.0,management,married,tertiary,no,1041,yes,no,cellular,14,may,480.0,2,-1,0,
35.0,admin.,married,secondary,no,100,yes,no,cellular,14,may,171.0,4,-1,0,
29.0,admin.,married,secondary,no,792,yes,no,cellular,14,may,374.0,2,-1,0,
43.0,blue-collar,married,secondary,no,30,no,no,cellular,14,may,60.0,5,371,2,failure
31.0,management,married,tertiary,no,233,yes,no,cellular,14,may,241.0,2,365,10,failure
47.0,entrepreneur,married,tertiary,no,-497,yes,no,cellular,14,may,176.0,2,-1,0,
31.0,self-employed,married,secondary,no,581,yes,no,cellular,14,may,303.0,3,174,3,failure
30.0,blue-collar,married,secondary,no,378,yes,no,cellular,14,may,566.0,2,-1,0,
43.0,blue-collar,married,primary,no,1,yes,yes,cellular,14,may,649.0,2,-1,0,
38.0,blue-collar,divorced,primary,no,-258,yes,no,cellular,14,may,134.0,2,370,4,other
53.0,services,divorced,secondary,no,765,yes,no,cellular,14,may,959.0,3,174,7,other
41.0,technician,single,secondary,no,200,yes,no,cellular,14,may,353.0,6,373,2,failure
42.0,services,married,secondary,no,-166,no,no,cellular,14,may,337.0,4,-1,0,
39.0,technician,single,secondary,no,-143,yes,no,cellular,14,may,93.0,2,349,7,failure
34.0,blue-collar,married,secondary,no,259,yes,no,cellular,14,may,291.0,2,-1,0,
27.0,admin.,single,secondary,no,54,yes,no,cellular,14,may,252.0,2,-1,0,
35.0,admin.,single,secondary,no,-133,yes,no,cellular,14,may,546.0,3,-1,0,
47.0,entrepreneur,married,,no,676,yes,yes,cellular,14,may,204.0,2,364,3,failure
54.0,blue-collar,married,secondary,no,-135,yes,no,cellular,14,may,152.0,3,370,2,failure
53.0,self-employed,married,primary,no,862,yes,no,telephone,14,may,267.0,4,-1,0,
34.0,blue-collar,married,primary,no,79,yes,no,cellular,14,may,406.0,2,-1,0,
35.0,blue-collar,married,primary,no,2212,yes,no,cellular,14,may,320.0,2,353,4,other
26.0,blue-collar,married,secondary,no,5795,yes,no,cellular,14,may,1094.0,2,-1,0,
30.0,admin.,single,secondary,no,315,yes,no,cellular,14,may,884.0,3,346,4,failure
53.0,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410.0,5,-1,0,
44.0,technician,married,secondary,no,736,yes,no,telephone,14,may,210.0,2,-1,0,
56.0,blue-collar,married,primary,no,309,yes,no,cellular,14,may,198.0,2,367,4,failure
35.0,technician,married,secondary,no,650,yes,no,cellular,14,may,241.0,2,349,2,failure
35.0,management,single,tertiary,no,916,yes,no,cellular,14,may,460.0,2,-1,0,
34.0,admin.,married,secondary,no,124,yes,no,telephone,14,may,604.0,4,366,2,other
55.0,blue-collar,married,primary,no,-219,yes,no,telephone,14,may,427.0,2,364,4,failure
31.0,blue-collar,single,secondary,no,1257,yes,no,cellular,14,may,350.0,2,-1,0,
30.0,entrepreneur,single,tertiary,no,303,yes,no,cellular,14,may,176.0,2,365,4,failure
50.0,services,divorced,secondary,no,622,yes,no,cellular,14,may,93.0,3,-1,0,
46.0,management,divorced,tertiary,no,24598,yes,no,cellular,14,may,118.0,4,374,3,failure
26.0,admin.,single,secondary,no,681,yes,no,cellular,14,may,336.0,2,322,3,failure
48.0,blue-collar,married,secondary,no,685,yes,no,cellular,14,may,387.0,10,-1,0,
43.0,blue-collar,married,primary,no,-418,yes,yes,cellular,14,may,106.0,2,-1,0,
36.0,technician,married,secondary,no,-531,no,no,cellular,14,may,205.0,3,-1,0,
41.0,admin.,divorced,secondary,no,783,yes,yes,cellular,14,may,135.0,3,363,2,failure
36.0,technician,married,secondary,no,1038,yes,no,telephone,14,may,42.0,3,-1,0,
41.0,blue-collar,single,primary,no,3237,no,no,cellular,14,may,240.0,3,363,4,other
29.0,technician,single,secondary,no,-13,yes,no,cellular,14,may,512.0,3,-1,0,
36.0,management,married,tertiary,no,2178,yes,no,cellular,14,may,75.0,3,-1,0,
43.0,services,single,secondary,no,0,yes,no,cellular,14,may,88.0,4,-1,0,
29.0,management,married,tertiary,no,8,yes,no,cellular,14,may,41.0,2,-1,0,
59.0,housemaid,divorced,primary,no,502,yes,no,telephone,14,may,27.0,3,-1,0,
39.0,services,divorced,primary,no,8654,yes,no,cellular,14,may,181.0,4,-1,0,
51.0,self-employed,married,secondary,no,421,yes,no,cellular,14,may,306.0,4,-1,0,
31.0,management,married,tertiary,no,1750,yes,no,telephone,14,may,90.0,3,-1,0,
35.0,blue-collar,married,secondary,no,911,yes,no,cellular,14,may,136.0,2,175,7,failure
36.0,blue-collar,married,primary,no,994,yes,no,cellular,14,may,154.0,2,356,8,success
41.0,admin.,single,secondary,no,3895,yes,no,cellular,14,may,305.0,3,296,11,other
28.0,technician,single,secondary,no,3,yes,no,cellular,14,may,190.0,2,-1,0,
35.0,blue-collar,married,secondary,no,612,yes,no,telephone,14,may,47.0,4,-1,0,
47.0,blue-collar,married,primary,no,-169,yes,yes,cellular,14,may,172.0,2,310,1,failure
33.0,self-employed,married,secondary,no,49,yes,no,cellular,14,may,170.0,7,-1,0,
33.0,services,married,secondary,no,968,yes,no,cellular,14,may,204.0,5,-1,0,
38.0,technician,divorced,tertiary,no,1307,no,no,cellular,14,may,294.0,2,-1,0,
41.0,blue-collar,divorced,secondary,no,174,yes,no,cellular,14,may,367.0,2,297,1,other
40.0,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173.0,6,353,23,failure
55.0,admin.,divorced,secondary,no,-288,yes,no,cellular,14,may,62.0,4,352,2,failure
33.0,blue-collar,married,primary,no,170,yes,yes,telephone,14,may,113.0,3,367,4,other
33.0,services,married,secondary,no,207,yes,no,cellular,14,may,629.0,4,-1,0,
47.0,admin.,married,secondary,no,1358,yes,no,cellular,14,may,80.0,4,-1,0,
41.0,blue-collar,married,secondary,no,356,yes,no,cellular,14,may,90.0,5,-1,0,
47.0,blue-collar,single,primary,no,355,yes,no,cellular,14,may,144.0,3,366,1,failure
41.0,unemployed,single,secondary,no,315,yes,no,telephone,14,may,28.0,5,-1,0,
33.0,blue-collar,married,secondary,no,331,yes,no,cellular,14,may,178.0,7,365,5,other
37.0,technician,married,secondary,no,987,yes,yes,cellular,14,may,306.0,2,-1,0,
37.0,blue-collar,married,primary,no,3051,no,no,cellular,14,may,386.0,4,-1,0,
38.0,self-employed,single,secondary,no,677,yes,no,cellular,14,may,114.0,2,-1,0,
27.0,services,single,secondary,no,3354,yes,no,cellular,14,may,,5,-1,0,
42.0,blue-collar,married,secondary,no,343,yes,no,telephone,14,may,33.0,7,365,7,failure
43.0,management,married,tertiary,no,536,yes,no,cellular,14,may,167.0,4,-1,0,
57.0,blue-collar,married,secondary,no,0,yes,no,cellular,14,may,125.0,5,-1,0,
39.0,blue-collar,married,primary,no,-223,yes,no,cellular,14,may,185.0,10,-1,0,
28.0,admin.,married,secondary,no,213,yes,no,cellular,14,may,341.0,3,-1,0,
32.0,services,married,secondary,no,687,no,no,cellular,14,may,415.0,3,296,2,other
,blue-collar,single,secondary,no,-14,yes,no,cellular,14,may,223.0,2,-1,0,
32.0,admin.,single,secondary,no,45,yes,yes,cellular,14,may,908.0,3,344,7,other
31.0,student,single,tertiary,no,2030,yes,no,cellular,14,may,168.0,2,351,2,failure
39.0,services,single,secondary,no,26,yes,no,cellular,14,may,166.0,3,-1,0,
34.0,blue-collar,single,tertiary,no,97,no,no,cellular,14,may,67.0,3,-1,0,
49.0,blue-collar,married,primary,no,584,yes,no,telephone,14,may,167.0,6,365,1,failure
35.0,blue-collar,married,secondary,no,667,yes,no,cellular,14,may,10.0,5,324,27,other
46.0,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142.0,3,259,17,failure
37.0,services,married,secondary,no,20,yes,no,telephone,14,may,151.0,5,-1,0,
49.0,entrepreneur,married,primary,no,137,yes,no,cellular,14,may,384.0,7,-1,0,
31.0,services,married,secondary,no,4687,yes,no,cellular,14,may,192.0,4,-1,0,
43.0,blue-collar,married,secondary,no,7973,yes,no,cellular,14,may,100.0,2,-1,0,
48.0,blue-collar,married,primary,yes,-50,yes,no,cellular,14,may,212.0,6,-1,0,
33.0,technician,single,secondary,no,1074,yes,yes,cellular,14,may,308.0,2,-1,0,
33.0,blue-collar,married,secondary,no,686,yes,yes,telephone,14,may,30.0,6,343,12,other
32.0,technician,married,secondary,no,344,yes,yes,cellular,14,may,54.0,11,-1,0,
48.0,blue-collar,married,primary,no,430,no,no,cellular,14,may,340.0,3,371,8,failure
39.0,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225.0,7,350,2,failure
42.0,services,married,secondary,no,154,yes,no,telephone,14,may,346.0,5,372,1,other
30.0,services,single,secondary,no,326,yes,no,cellular,14,may,197.0,4,-1,0,
37.0,services,married,secondary,no,4954,yes,no,cellular,14,may,290.0,4,356,3,other
32.0,blue-collar,single,primary,no,78,yes,no,cellular,14,may,72.0,2,-1,0,
38.0,self-employed,married,secondary,no,215,yes,no,cellular,14,may,115.0,2,175,2,failure
42.0,blue-collar,married,primary,no,191,yes,no,telephone,14,may,382.0,3,371,1,failure
29.0,blue-collar,married,secondary,no,59,yes,yes,cellular,14,may,100.0,3,356,2,failure
52.0,management,married,tertiary,no,751,no,no,cellular,14,may,165.0,4,371,5,failure
32.0,student,married,tertiary,no,744,yes,no,cellular,14,may,506.0,2,352,1,other
59.0,retired,married,tertiary,no,422,yes,no,cellular,14,may,647.0,4,-1,0,
36.0,services,single,secondary,no,568,yes,no,cellular,15,may,140.0,3,364,2,failure
30.0,entrepreneur,married,primary,no,386,yes,no,cellular,15,may,253.0,4,-1,0,
35.0,blue-collar,married,primary,no,-167,yes,no,cellular,15,may,,3,359,1,failure
33.0,blue-collar,married,secondary,no,101,yes,no,cellular,15,may,235.0,2,361,4,failure
26.0,admin.,single,secondary,no,787,yes,no,cellular,15,may,68.0,2,371,1,failure
30.0,technician,divorced,tertiary,no,317,yes,no,cellular,15,may,165.0,3,294,5,failure
29.0,blue-collar,single,secondary,no,555,yes,no,cellular,15,may,133.0,4,-1,0,
48.0,technician,divorced,secondary,no,168,yes,yes,cellular,15,may,100.0,2,361,1,other
33.0,technician,single,secondary,no,-242,yes,no,cellular,15,may,49.0,3,-1,0,
36.0,technician,single,secondary,no,125,yes,no,cellular,15,may,676.0,3,-1,0,
40.0,technician,married,tertiary,no,602,yes,no,cellular,15,may,145.0,4,360,7,failure
40.0,self-employed,married,tertiary,no,252,yes,no,cellular,15,may,103.0,6,-1,0,
30.0,services,married,secondary,no,637,yes,no,cellular,15,may,69.0,5,-1,0,
34.0,services,single,secondary,no,2,yes,no,cellular,15,may,153.0,2,-1,0,
39.0,blue-collar,married,secondary,no,164,yes,no,telephone,15,may,26.0,6,373,2,failure
28.0,entrepreneur,married,tertiary,no,1900,yes,no,cellular,15,may,9.0,6,-1,0,
31.0,services,single,secondary,no,342,yes,no,cellular,15,may,117.0,5,366,7,other
40.0,admin.,single,secondary,no,60,yes,no,cellular,15,may,460.0,3,352,6,other
41.0,self-employed,married,,no,1377,yes,no,cellular,15,may,111.0,4,371,2,other
38.0,blue-collar,married,primary,no,195,yes,no,cellular,15,may,165.0,2,-1,0,
48.0,retired,divorced,primary,no,666,yes,no,cellular,15,may,10.0,5,-1,0,
33.0,technician,single,tertiary,no,109,yes,yes,telephone,15,may,12.0,4,176,3,other
47.0,admin.,married,secondary,no,452,no,no,cellular,15,may,,4,-1,0,
50.0,blue-collar,married,primary,no,111,yes,no,telephone,15,may,8.0,6,366,1,other
28.0,student,single,secondary,no,293,no,no,cellular,15,may,194.0,3,-1,0,
39.0,services,single,secondary,no,7066,yes,no,cellular,15,may,667.0,3,357,3,other
42.0,services,married,secondary,no,146,yes,yes,cellular,15,may,670.0,4,346,1,failure
37.0,blue-collar,married,primary,no,357,yes,no,cellular,15,may,14.0,2,344,3,other
30.0,technician,single,secondary,no,148,yes,yes,cellular,15,may,115.0,5,-1,0,
27.0,services,single,tertiary,yes,-152,yes,yes,cellular,15,may,14.0,4,-1,0,
31.0,technician,single,secondary,no,591,yes,yes,cellular,15,may,14.0,5,-1,0,
27.0,admin.,single,secondary,no,-145,yes,no,telephone,15,may,289.0,8,-1,0,
57.0,services,married,secondary,no,530,yes,no,telephone,15,may,10.0,7,360,7,failure
39.0,blue-collar,married,secondary,no,43,no,no,cellular,15,may,354.0,8,-1,0,
47.0,admin.,married,secondary,no,175,yes,no,cellular,15,may,236.0,4,262,7,failure
30.0,management,single,tertiary,no,872,yes,no,cellular,15,may,61.0,1,298,2,failure
42.0,blue-collar,married,secondary,no,680,yes,no,cellular,15,may,306.0,4,365,2,failure
38.0,management,married,secondary,no,10357,no,no,cellular,15,may,103.0,3,-1,0,
51.0,services,married,secondary,no,5885,yes,no,cellular,15,may,172.0,1,-1,0,
29.0,services,married,secondary,no,363,yes,no,cellular,15,may,164.0,1,-1,0,
30.0,technician,single,secondary,yes,28,yes,no,cellular,15,may,778.0,5,301,1,failure
46.0,blue-collar,married,primary,no,4602,yes,no,telephone,15,may,39.0,1,-1,0,
48.0,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181.0,9,-1,0,
31.0,management,single,tertiary,no,177,yes,no,cellular,15,may,124.0,1,-1,0,
35.0,management,single,tertiary,no,3000,yes,no,cellular,15,may,162.0,3,-1,0,
43.0,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45.0,1,-1,0,
27.0,blue-collar,married,primary,no,500,yes,no,cellular,15,may,16.0,6,365,6,failure
32.0,services,married,secondary,no,-538,no,yes,cellular,15,may,233.0,1,353,1,failure
23.0,admin.,single,secondary,no,738,yes,no,cellular,15,may,347.0,1,-1,0,
43.0,management,married,tertiary,no,28,yes,no,cellular,15,may,136.0,1,176,1,failure
45.0,blue-collar,single,secondary,no,615,yes,no,cellular,15,may,133.0,1,-1,0,
28.0,blue-collar,married,secondary,no,8,yes,no,cellular,15,may,196.0,1,-1,0,
60.0,retired,divorced,secondary,no,496,yes,no,cellular,15,may,655.0,2,-1,0,
35.0,blue-collar,married,secondary,no,253,yes,no,cellular,15,may,452.0,1,345,1,other
36.0,self-employed,single,tertiary,no,577,yes,no,cellular,15,may,33.0,1,298,1,failure
31.0,entrepreneur,single,secondary,no,0,yes,no,cellular,15,may,56.0,1,176,1,failure
28.0,technician,married,secondary,no,916,yes,no,cellular,15,may,191.0,1,371,2,other
34.0,admin.,married,secondary,no,0,yes,no,cellular,15,may,78.0,2,-1,0,
30.0,services,single,secondary,no,-143,yes,no,cellular,15,may,85.0,1,-1,0,
28.0,services,married,secondary,no,511,yes,no,cellular,15,may,274.0,1,319,5,failure
40.0,technician,single,secondary,no,398,yes,no,cellular,15,may,642.0,1,-1,0,
24.0,admin.,married,secondary,no,230,yes,no,cellular,15,may,73.0,1,-1,0,
44.0,blue-collar,single,primary,no,36,yes,no,cellular,15,may,551.0,1,371,2,failure
25.0,admin.,married,secondary,no,541,yes,no,cellular,15,may,607.0,1,344,4,failure
34.0,blue-collar,divorced,secondary,no,176,yes,no,cellular,15,may,67.0,1,368,5,failure
21.0,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,409.0,1,361,3,failure
29.0,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382.0,1,-1,0,
52.0,blue-collar,divorced,primary,no,-100,yes,no,cellular,15,may,7.0,4,340,15,other
34.0,technician,divorced,tertiary,no,1317,yes,no,cellular,15,may,239.0,1,-1,0,
47.0,blue-collar,divorced,secondary,no,1480,yes,no,cellular,15,may,144.0,1,365,1,failure
33.0,blue-collar,single,primary,no,433,yes,no,cellular,15,may,54.0,4,-1,0,
41.0,blue-collar,divorced,secondary,no,793,yes,no,cellular,15,may,123.0,1,365,1,failure
51.0,management,married,tertiary,no,0,yes,no,cellular,15,may,60.0,1,343,7,failure
42.0,services,married,secondary,no,466,yes,no,cellular,15,may,123.0,3,-1,0,
34.0,blue-collar,married,secondary,no,-257,yes,no,cellular,15,may,160.0,1,368,4,failure
28.0,services,single,secondary,no,113,yes,yes,cellular,15,may,270.0,1,-1,0,
56.0,services,single,secondary,no,-40,yes,no,cellular,15,may,311.0,1,368,2,failure
39.0,blue-collar,married,primary,no,49,yes,no,cellular,15,may,259.0,1,-1,0,
28.0,technician,single,tertiary,no,558,yes,no,cellular,15,may,,1,-1,0,
27.0,blue-collar,married,primary,no,1535,yes,no,cellular,15,may,238.0,1,-1,0,
30.0,services,single,secondary,no,140,yes,no,cellular,15,may,760.0,1,-1,0,
23.0,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224.0,1,352,2,failure
33.0,management,single,tertiary,no,7419,yes,no,cellular,15,may,21.0,8,331,29,failure
33.0,technician,single,tertiary,no,849,yes,no,cellular,15,may,128.0,2,291,5,failure
57.0,management,married,tertiary,no,334,yes,no,cellular,15,may,169.0,2,365,2,failure
