brand,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai,Santro,2015.0,300000.0,85000,LPG,Individual,Manual,First Owner,13.45 km/kg,1086 CC,62.1 bhp,5.0
,Eeco,2016.0,,58000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,7.0
Mahindra,Thar,2013.0,770000.0,85000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,7.0
Hyundai,Xcent,2014.0,500000.0,65000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,81.86 bhp,5.0
Mahindra,KUV,2017.0,450000.0,120000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6.0
Hyundai,Santro,2013.0,195000.0,50000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0
Maruti,Wagon,2018.0,472000.0,30000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5.0
Maruti,Alto,2014.0,250000.0,58000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,5.0
Chevrolet,,2011.0,165000.0,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,5.0
Tata,Zest,2018.0,525000.0,110000,Diesel,Individual,Manual,Second Owner,20.65 kmpl,1248 CC,88.7 bhp,5.0
Maruti,Wagon,2003.0,145000.0,65000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Tata,Indica,2013.0,325000.0,100000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,88.8 bhp,5.0
Mahindra,Bolero,2017.0,660000.0,60000,Diesel,Individual,Manual,Second Owner,16.5 kmpl,1493 CC,70 bhp,7.0
Ford,Classic,2014.0,310000.0,90000,Diesel,Individual,Manual,Second Owner,19.68 kmpl,1399 CC,67 bhp,5.0
Mahindra,Bolero,2008.0,250000.0,200000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Ford,Classic,2014.0,330000.0,100000,Diesel,Individual,Manual,Second Owner,19.68 kmpl,1399 CC,67 bhp,5.0
Ford,Figo,2012.0,,80000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Mahindra,NuvoSport,2017.0,650000.0,60000,Diesel,Individual,Automatic,First Owner,17.45 kmpl,1493 CC,100 bhp,7.0
Maruti,Alto,2016.0,305000.0,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0
,Ciaz,2015.0,600000.0,50000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,5.0
Maruti,Wagon,2015.0,280000.0,110000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Tata,Indigo,2011.0,153000.0,50000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 CC,70 bhp,5.0
,TUV,2018.0,700000.0,30000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0
Renault,KWID,2017.0,325000.0,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0
Maruti,800,2006.0,155000.0,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0
Maruti,Alto,2012.0,235000.0,80000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,5.0
Maruti,Swift,2016.0,500000.0,15000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0
Mahindra,Bolero,2004.0,120000.0,150000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Skoda,Rapid,2016.0,675000.0,88000,Diesel,Dealer,Automatic,First Owner,21.66 kmpl,1498 CC,103.52 bhp,5.0
Toyota,Innova,2014.0,950000.0,80000,Diesel,Dealer,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Mahindra,XUV500,2018.0,1051000.0,59865,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,7.0
Volkswagen,Polo,2016.0,591000.0,60000,Diesel,Dealer,Manual,First Owner,21.49 kmpl,1498 CC,108.5 bhp,5.0
Hyundai,i20,2015.0,585000.0,72000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0
Honda,City,2017.0,1025000.0,68140,Petrol,Dealer,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5.0
Maruti,Swift,2014.0,450000.0,53190,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0
Hyundai,i20,2014.0,484999.0,70100,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0
,Jazz,2018.0,650000.0,47725,Diesel,Dealer,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,5.0
Maruti,Swift,2014.0,434999.0,70195,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Ford,Figo,2011.0,195000.0,77395,Diesel,Dealer,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Mahindra,Marazzo,2019.0,1000000.0,17000,Diesel,Dealer,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,8.0
Hyundai,Elantra,2013.0,650000.0,64000,Diesel,Dealer,Automatic,First Owner,14.62 kmpl,1498 CC,113.42 bhp,5.0
Chevrolet,Beat,2014.0,190000.0,74321,Diesel,Dealer,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,5.0
Maruti,Swift,2013.0,409999.0,80235,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Hyundai,Creta,2016.0,1050000.0,77150,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,5.0
Volkswagen,Vento,2015.0,651000.0,69000,Diesel,Dealer,Automatic,First Owner,22.15 kmpl,1498 CC,108.6 bhp,5.0
Maruti,SX4,2015.0,650000.0,57000,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,5.0
Skoda,Rapid,2017.0,750000.0,89000,Diesel,Dealer,Manual,First Owner,21.14 kmpl,1498 CC,103.6 bhp,5.0
Volkswagen,Passat,2012.0,799000.0,61100,Diesel,Dealer,Automatic,First Owner,14.3 kmpl,1968 CC,140 bhp,5.0
Skoda,Octavia,2010.0,355000.0,116000,Diesel,Individual,Manual,First Owner,18.7 kmpl,1896 CC,66 bhp,5.0
Hyundai,Verna,2015.0,600000.0,80000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.32 bhp,5.0
Maruti,Swift,2018.0,685000.0,26000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0
Maruti,Swift,2018.0,509999.0,100000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0
Maruti,Alto,2012.0,150000.0,82300,CNG,Individual,Manual,Second Owner,26.83 km/kg,796 CC,38.4 bhp,5.0
Maruti,Swift,2017.0,650000.0,82050,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Mahindra,XUV500,2012.0,675000.0,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Renault,KWID,2018.0,319000.0,30000,Petrol,Individual,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,5.0
Honda,Amaze,2019.0,640000.0,6000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,5.0
Hyundai,i20,2017.0,650000.0,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Maruti,Ertiga,2015.0,,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0
Maruti,Alto,2010.0,155000.0,70000,CNG,Individual,Manual,Second Owner,26.83 km/kg,796 CC,38.4 bhp,5.0
Maruti,Swift,2008.0,175000.0,120000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,5.0
Hyundai,Grand,2014.0,375000.0,76000,Diesel,Individual,Manual,Third Owner,24.0 kmpl,1120 CC,70 bhp,5.0
Hyundai,Grand,2014.0,430000.0,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,5.0
Tata,Indica,2008.0,65000.0,110000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5.0
Hyundai,Accent,2009.0,150000.0,70000,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,5.0
Hyundai,i20,2019.0,620000.0,13000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5.0
Ford,Classic,2013.0,250000.0,60000,Petrol,Individual,Manual,Second Owner,14.09 kmpl,1596 CC,99.6 bhp,5.0
Maruti,Ritz,2011.0,275000.0,165000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0
Chevrolet,Tavera,2013.0,454000.0,120000,Diesel,Individual,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,10.0
Mahindra,TUV,2017.0,600000.0,30000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,7.0
Volkswagen,Vento,2011.0,400000.0,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,5.0
Mahindra,Renault,2007.0,180000.0,187000,Diesel,Individual,Manual,Second Owner,19.2 kmpl,1461 CC,65 bhp,5.0
Maruti,Vitara,2016.0,750000.0,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0
Maruti,Swift,2016.0,500000.0,40000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0
Honda,Mobilio,2015.0,1000000.0,46000,Diesel,Individual,Manual,First Owner,24.5 kmpl,1498 CC,98.6 bhp,7.0
Maruti,Baleno,2017.0,740000.0,24400,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5.0
Volkswagen,Vento,2018.0,1290000.0,29899,Diesel,Dealer,Automatic,First Owner,22.15 kmpl,1498 CC,108.6 bhp,5.0
Hyundai,Grand,2020.0,,2000,Petrol,Dealer,Manual,First Owner,20.7 kmpl,1197 CC,81.86 bhp,5.0
Renault,Lodgy,2017.0,695000.0,34000,Diesel,Dealer,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,8.0
Hyundai,Elite,2018.0,730000.0,31000,Petrol,Dealer,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,5.0
Chevrolet,Trailblazer,2016.0,1295000.0,46000,Diesel,Dealer,Automatic,Second Owner,11.45 kmpl,2776 CC,197.2 bhp,7.0
Isuzu,MU,2016.0,1160000.0,121000,Diesel,Dealer,Automatic,First Owner,12.08 kmpl,2999 CC,161 bhp,7.0
Mercedes-Benz,GLC,2017.0,3300000.0,60000,Diesel,Dealer,Automatic,First Owner,0.0 kmpl,1950 CC,194 bhp,5.0
Maruti,Celerio,2016.0,434999.0,10000,Petrol,Dealer,Automatic,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0
Mercedes-Benz,GL-Class,2018.0,4600000.0,6000,Diesel,Dealer,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,5.0
Hyundai,Creta,2015.0,850000.0,59235,Diesel,Dealer,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0
BMW,X4,2019.0,5800000.0,21000,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5.0
Honda,Amaze,2014.0,520000.0,48000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0
Mahindra,Xylo,2018.0,650000.0,114000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,7.0
Maruti,Swift,2011.0,430000.0,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Hyundai,i20,2013.0,360000.0,144000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.8 bhp,5.0
Hyundai,i20,2013.0,,144000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.8 bhp,5.0
Maruti,Vitara,2016.0,791000.0,190000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0
Toyota,Innova,2015.0,950000.0,190000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Maruti,Swift,2019.0,690000.0,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0
Hyundai,Verna,2017.0,860000.0,40000,Diesel,Individual,Manual,Second Owner,22.0 kmpl,1582 CC,126.2 bhp,5.0
Maruti,Swift,2012.0,371000.0,100000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Tata,,2008.0,45000.0,60000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,68 bhp,5.0
Ford,Fiesta,2006.0,55000.0,201000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1399 CC,68 bhp,5.0
Volkswagen,Vento,2011.0,240000.0,110000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,5.0
Maruti,Swift,2014.0,495000.0,77215,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,5.0
Honda,Jazz,2015.0,671000.0,48228,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5.0
Maruti,Swift,2017.0,693000.0,58559,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0
Honda,City,2016.0,802999.0,50856,Diesel,Dealer,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0
Honda,City,2017.0,890000.0,18300,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,5.0
Maruti,Swift,2015.0,495000.0,59292,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0
Maruti,Celerio,2018.0,545000.0,10000,Petrol,Dealer,Automatic,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0
Maruti,Baleno,2018.0,,21147,Petrol,Dealer,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0
Honda,City,2017.0,925000.0,69000,Diesel,Dealer,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5.0
Maruti,Swift,2018.0,790000.0,16000,Diesel,Dealer,Automatic,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0
Toyota,Innova,2017.0,1789999.0,36000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,8.0
Maruti,Baleno,2017.0,,37000,Petrol,Dealer,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5.0
Maruti,Celerio,2016.0,375000.0,61173,Diesel,Dealer,Manual,First Owner,27.62 kmpl,793 CC,47 bhp,5.0
Audi,A4,2016.0,2450000.0,30000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,5.0
Mahindra,XUV500,2014.0,850000.0,75000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Maruti,Baleno,2017.0,750000.0,51000,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,5.0
Maruti,Baleno,2018.0,775000.0,17000,Petrol,Dealer,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5.0
Maruti,Swift,2008.0,260000.0,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,5.0
Audi,A6,2013.0,2000000.0,35000,Diesel,Individual,Automatic,Second Owner,17.68 kmpl,1968 CC,174.33 bhp,5.0
,XUV500,2016.0,1300000.0,91567,Diesel,Individual,Automatic,Third Owner,16.0 kmpl,2179 CC,140 bhp,7.0
Maruti,Celerio,2017.0,380000.0,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0
Hyundai,Grand,2017.0,480000.0,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5.0
Maruti,Alto,2016.0,240000.0,35000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5.0
Hyundai,Verna,2014.0,500000.0,33400,Petrol,Individual,Manual,First Owner,17.43 kmpl,1396 CC,105.5 bhp,5.0
Maruti,Swift,2015.0,420000.0,36000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,5.0
Ford,Figo,2011.0,130000.0,180000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Maruti,Alto,2012.0,110000.0,80000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5.0
Maruti,Alto,2007.0,,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Maruti,Swift,2017.0,700000.0,80000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Maruti,Swift,2018.0,550000.0,120000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Tata,Indigo,2014.0,190000.0,110000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,5.0
Toyota,Etios,2018.0,665000.0,70000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,5.0
Mahindra,Xylo,2014.0,445000.0,120000,Diesel,Individual,Manual,Second Owner,14.95 kmpl,2489 CC,93.7 bhp,7.0
Hyundai,i20,2012.0,340000.0,92686,Diesel,Dealer,Manual,Second Owner,21.9 kmpl,1396 CC,88.76 bhp,5.0
Hyundai,Sonata,2009.0,330000.0,180000,Diesel,Individual,Manual,First Owner,13.6 kmpl,1991 CC,142 bhp,5.0
Tata,Manza,2012.0,270000.0,80000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,5.0
Mahindra,XUV500,2015.0,1044999.0,70000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0
Maruti,Swift,2009.0,279000.0,117000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,5.0
Skoda,Octavia,2007.0,250000.0,100000,Diesel,Individual,Manual,Second Owner,16.6 kmpl,1896 CC,122.4 bhp,5.0
Hyundai,Verna,2012.0,475000.0,83000,Petrol,Individual,Automatic,First Owner,15.74 kmpl,1591 CC,121.3 bhp,5.0
Chevrolet,Cruze,2016.0,750000.0,67600,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 CC,163.7 bhp,5.0
Mitsubishi,Pajero,2015.0,1250000.0,160000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2477 CC,178 bhp,7.0
Hyundai,EON,2014.0,,80000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Honda,Amaze,2013.0,445000.0,100000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0
Volkswagen,Jetta,2010.0,400000.0,100000,Diesel,Individual,Manual,First Owner,15.0 kmpl,1896 CC,105 bhp,5.0
Hyundai,i20,2010.0,350000.0,90000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5.0
Skoda,Rapid,2012.0,295000.0,140000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,5.0
Maruti,Swift,2018.0,600000.0,25000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0
Toyota,Innova,2018.0,,20000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,8.0
Maruti,800,2012.0,100000.0,30000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0
Ford,Aspire,2018.0,690000.0,13000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1194 CC,94.93 bhp,5.0
Hyundai,i20,2018.0,,42000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Hyundai,EON,2018.0,350000.0,10000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,998 CC,68.05 bhp,5.0
Maruti,Alto,2012.0,220000.0,13000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5.0
Renault,,2019.0,700000.0,6500,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,7.0
Hyundai,EON,2013.0,198000.0,49500,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Hyundai,i20,2011.0,350000.0,50000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5.0
Tata,Indigo,2011.0,210000.0,175000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 CC,70 bhp,5.0
Tata,Indigo,2011.0,210000.0,175000,Diesel,Individual,Manual,Second Owner,23.03 kmpl,1396 CC,69 bhp,5.0
Maruti,Ritz,2014.0,375000.0,110000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,5.0
Maruti,Swift,2012.0,380000.0,112048,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,5.0
Honda,City,2010.0,360000.0,98000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,5.0
Mahindra,XUV500,2015.0,944999.0,41000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Chevrolet,,2016.0,620000.0,120000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,10.0
Toyota,Platinum,2018.0,780000.0,116000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,5.0
Maruti,,2020.0,445000.0,1000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0
Hyundai,Xcent,2018.0,575000.0,15000,Petrol,Individual,Automatic,First Owner,17.36 kmpl,1197 CC,81.86 bhp,5.0
Maruti,S-Cross,2018.0,975000.0,5000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5.0
Tata,Tiago,2019.0,450000.0,3500,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,83.83 bhp,5.0
Ford,Figo,2017.0,495000.0,56000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0
Toyota,Innova,2013.0,830000.0,215000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,7.0
Mahindra,XUV500,2012.0,800000.0,40000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Maruti,Ritz,2013.0,300000.0,120000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,5.0
Mahindra,Scorpio,2003.0,200000.0,120000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,7.0
Honda,Brio,2017.0,480000.0,30400,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,5.0
Honda,BR-V,2017.0,950000.0,24000,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1498 CC,98.6 bhp,7.0
Honda,BR-V,2017.0,840000.0,30646,Petrol,Dealer,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,7.0
Hyundai,Verna,2017.0,800000.0,15000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,5.0
Volkswagen,Vento,2017.0,750000.0,50000,Diesel,Individual,Manual,First Owner,22.27 kmpl,1498 CC,108.6 bhp,5.0
Hyundai,EON,2017.0,254999.0,34000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Maruti,Ertiga,2016.0,725000.0,54000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0
Mercedes-Benz,B,2016.0,1859000.0,40000,Diesel,Individual,Automatic,Second Owner,19.7 kmpl,2143 CC,134.10 bhp,5.0
Chevrolet,Beat,2012.0,145000.0,120000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,5.0
Tata,Nexon,2018.0,750000.0,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5.0
Volkswagen,Ameo,2017.0,,50000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1498 CC,108.495 bhp,5.0
Ford,Figo,2011.0,210000.0,84000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Honda,City,2011.0,450000.0,50000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,5.0
Ford,Figo,2015.0,580000.0,52000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0
Hyundai,Santro,2019.0,430000.0,18500,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5.0
Tata,Indigo,2012.0,155000.0,50000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,5.0
Datsun,RediGO,2017.0,240000.0,35000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,5.0
Toyota,Etios,2016.0,,15500,Petrol,Individual,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,5.0
Tata,Indigo,2013.0,250000.0,120000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,5.0
Tata,Indigo,2012.0,260000.0,60000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,5.0
Mahindra,,2011.0,550000.0,80000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,9.0
Ford,Ecosport,2014.0,550000.0,43011,Petrol,Dealer,Manual,First Owner,18.88 kmpl,999 CC,123.37 bhp,5.0
Renault,Duster,2015.0,600000.0,136000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0
Ford,Figo,2017.0,550000.0,15000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0
Mahindra,Bolero,2011.0,370000.0,110000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Hyundai,i10,2008.0,250000.0,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0
Maruti,Alto,2005.0,125000.0,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Tata,Indica,2010.0,200000.0,110000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,5.0
Ford,Figo,2018.0,700000.0,25000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5.0
Hyundai,Santro,2020.0,500000.0,1000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68.07 bhp,5.0
Maruti,800,2007.0,125000.0,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0
Renault,Lodgy,2015.0,690000.0,80000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,8.0
Jeep,Compass,2017.0,,120000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5.0
Tata,,2013.0,170000.0,110000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1193 CC,65.3 bhp,5.0
